County/Area,Claim Type,Month,Yr,Date,Claims,Last month claims,Last year claims,Month net change,Year net change,,,
COWLITZ,Continued claims,9,2018,9/1/18,669,685,695,-16,-26,,,
DOUGLAS,Continued claims,9,2018,9/1/18,235,298,280,-63,-45,,,
FERRY,Continued claims,9,2018,9/1/18,38,53,74,-15,-36,,,
FRANKLIN,Continued claims,9,2018,9/1/18,478,463,463,15,15,,,
GARFIELD,Continued claims,9,2018,9/1/18,7,8,8,-1,-1,,,
GRANT,Continued claims,9,2018,9/1/18,579,676,508,-97,71,,,
GRAYS HARBOR,Continued claims,9,2018,9/1/18,491,436,448,55,43,,,
ISLAND,Continued claims,9,2018,9/1/18,348,360,385,-12,-37,,,
JEFFERSON,Continued claims,9,2018,9/1/18,100,109,131,-9,-31,,,
KING,Continued claims,9,2018,9/1/18,11616,11485,12482,131,-866,,,
KITSAP,Continued claims,9,2018,9/1/18,1130,1061,1224,69,-94,,,
KITTITAS,Continued claims,9,2018,9/1/18,227,201,197,26,30,,,
KLICKITAT,Continued claims,9,2018,9/1/18,105,117,68,-12,37,,,
LEWIS,Continued claims,9,2018,9/1/18,541,515,514,26,27,,,
LINCOLN,Continued claims,9,2018,9/1/18,33,30,34,3,-1,,,
MASON,Continued claims,9,2018,9/1/18,362,359,356,3,6,,,
OKANOGAN,Continued claims,9,2018,9/1/18,232,307,303,-75,-71,,,
PACIFIC,Continued claims,9,2018,9/1/18,114,110,134,4,-20,,,
PEND OREILLE,Continued claims,9,2018,9/1/18,61,59,57,2,4,,,
PIERCE,Continued claims,9,2018,9/1/18,5814,5488,5655,326,159,,,
SAN JUAN,Continued claims,9,2018,9/1/18,35,31,31,4,4,,,
SKAGIT,Continued claims,9,2018,9/1/18,869,832,822,37,47,,,
SKAMANIA,Continued claims,9,2018,9/1/18,44,50,71,-6,-27,,,
SNOHOMISH,Continued claims,9,2018,9/1/18,4696,4550,5107,146,-411,,,
SPOKANE,Continued claims,9,2018,9/1/18,2826,2946,2692,-120,134,,,
STEVENS,Continued claims,9,2018,9/1/18,258,268,235,-10,23,,,
THURSTON,Continued claims,9,2018,9/1/18,1465,1390,1479,75,-14,,,
WAHKIAKUM,Continued claims,9,2018,9/1/18,21,19,11,2,10,,,
WALLA WALLA,Continued claims,9,2018,9/1/18,225,237,285,-12,-60,,,
WHATCOM,Continued claims,9,2018,9/1/18,1184,1215,1357,-31,-173,,,
WHITMAN,Continued claims,9,2018,9/1/18,69,76,67,-7,2,,,
YAKIMA,Continued claims,9,2018,9/1/18,1726,2512,1894,-786,-168,,,
WASHINGTON STATE,Continued claims,9,2018,9/1/18,40779,41262,42310,-483,-1531,,,
ADAMS,Initial claims,9,2018,9/1/18,36,55,42,-19,-6,,,
ASOTIN,Initial claims,9,2018,9/1/18,29,38,21,-9,8,,,
BENTON,Initial claims,9,2018,9/1/18,581,578,632,3,-51,,,
CHELAN,Initial claims,9,2018,9/1/18,207,349,226,-142,-19,,,
CLALLAM,Initial claims,9,2018,9/1/18,172,198,156,-26,16,,,
CLARK,Initial claims,9,2018,9/1/18,901,1108,840,-207,61,,,
COLUMBIA,Initial claims,9,2018,9/1/18,5,9,11,-4,-6,,,
COWLITZ,Initial claims,9,2018,9/1/18,301,383,348,-82,-47,,,
DOUGLAS,Initial claims,9,2018,9/1/18,157,166,133,-9,24,,,
FERRY,Initial claims,9,2018,9/1/18,25,22,28,3,-3,,,
FRANKLIN,Initial claims,9,2018,9/1/18,250,226,279,24,-29,,,
GARFIELD,Initial claims,9,2018,9/1/18,4,5,3,-1,1,,,
GRANT,Initial claims,9,2018,9/1/18,252,277,222,-25,30,,,
GRAYS HARBOR,Initial claims,9,2018,9/1/18,274,280,223,-6,51,,,
ISLAND,Initial claims,9,2018,9/1/18,161,177,174,-16,-13,,,
JEFFERSON,Initial claims,9,2018,9/1/18,49,55,58,-6,-9,,,
KING,Initial claims,9,2018,9/1/18,4095,5205,4512,-1110,-417,,,
KITSAP,Initial claims,9,2018,9/1/18,496,574,542,-78,-46,,,
KITTITAS,Initial claims,9,2018,9/1/18,82,113,94,-31,-12,,,
KLICKITAT,Initial claims,9,2018,9/1/18,51,65,32,-14,19,,,
LEWIS,Initial claims,9,2018,9/1/18,267,290,236,-23,31,,,
LINCOLN,Initial claims,9,2018,9/1/18,23,12,19,11,4,,,
MASON,Initial claims,9,2018,9/1/18,165,201,178,-36,-13,,,
OKANOGAN,Initial claims,9,2018,9/1/18,133,165,124,-32,9,,,
PACIFIC,Initial claims,9,2018,9/1/18,64,57,63,7,1,,,
PEND OREILLE,Initial claims,9,2018,9/1/18,23,25,22,-2,1,,,
PIERCE,Initial claims,9,2018,9/1/18,2552,3113,2525,-561,27,,,
SAN JUAN,Initial claims,9,2018,9/1/18,13,13,15,0,-2,,,
SKAGIT,Initial claims,9,2018,9/1/18,404,506,368,-102,36,,,
SKAMANIA,Initial claims,9,2018,9/1/18,37,30,37,7,0,,,
SNOHOMISH,Initial claims,9,2018,9/1/18,1826,2336,1990,-510,-164,,,
SPOKANE,Initial claims,9,2018,9/1/18,1165,1372,1077,-207,88,,,
STEVENS,Initial claims,9,2018,9/1/18,113,149,122,-36,-9,,,
THURSTON,Initial claims,9,2018,9/1/18,716,776,693,-60,23,,,
WAHKIAKUM,Initial claims,9,2018,9/1/18,5,10,7,-5,-2,,,
WALLA WALLA,Initial claims,9,2018,9/1/18,103,95,136,8,-33,,,
WHATCOM,Initial claims,9,2018,9/1/18,492,639,558,-147,-66,,,
WHITMAN,Initial claims,9,2018,9/1/18,46,39,28,7,18,,,
YAKIMA,Initial claims,9,2018,9/1/18,822,1597,839,-775,-17,,,
WASHINGTON STATE,Initial claims,9,2018,9/1/18,17097,21308,17613,-4211,-516,,,
ADAMS,Continued claims,10,2018,10/1/18,79,72,83,7,-4,,,
ASOTIN,Continued claims,10,2018,10/1/18,55,57,46,-2,9,,,
BENTON,Continued claims,10,2018,10/1/18,1200,1102,1320,98,-120,,,
CHELAN,Continued claims,10,2018,10/1/18,535,415,551,120,-16,,,
CLALLAM,Continued claims,10,2018,10/1/18,404,384,386,20,18,,,
CLARK,Continued claims,10,2018,10/1/18,1934,2131,1994,-197,-60,,,
COLUMBIA,Continued claims,10,2018,10/1/18,17,20,22,-3,-5,,,
COWLITZ,Continued claims,10,2018,10/1/18,668,669,711,-1,-43,,,
DOUGLAS,Continued claims,10,2018,10/1/18,286,235,287,51,-1,,,
FERRY,Continued claims,10,2018,10/1/18,46,38,84,8,-38,,,
FRANKLIN,Continued claims,10,2018,10/1/18,553,478,593,75,-40,,,
GARFIELD,Continued claims,10,2018,10/1/18,7,7,11,0,-4,,,
GRANT,Continued claims,10,2018,10/1/18,634,579,532,55,102,,,
GRAYS HARBOR,Continued claims,10,2018,10/1/18,523,491,527,32,-4,,,
ISLAND,Continued claims,10,2018,10/1/18,343,348,426,-5,-83,,,
JEFFERSON,Continued claims,10,2018,10/1/18,99,100,151,-1,-52,,,
KING,Continued claims,10,2018,10/1/18,11291,11616,12745,-325,-1454,,,
KITSAP,Continued claims,10,2018,10/1/18,1131,1130,1281,1,-150,,,
KITTITAS,Continued claims,10,2018,10/1/18,195,227,207,-32,-12,,,
KLICKITAT,Continued claims,10,2018,10/1/18,118,105,103,13,15,,,
LEWIS,Continued claims,10,2018,10/1/18,568,541,545,27,23,,,
LINCOLN,Continued claims,10,2018,10/1/18,38,33,44,5,-6,,,
MASON,Continued claims,10,2018,10/1/18,353,362,389,-9,-36,,,
OKANOGAN,Continued claims,10,2018,10/1/18,298,232,321,66,-23,,,
PACIFIC,Continued claims,10,2018,10/1/18,140,114,165,26,-25,,,
PEND OREILLE,Continued claims,10,2018,10/1/18,66,61,64,5,2,,,
PIERCE,Continued claims,10,2018,10/1/18,5591,5814,5979,-223,-388,,,
SAN JUAN,Continued claims,10,2018,10/1/18,40,35,48,5,-8,,,
SKAGIT,Continued claims,10,2018,10/1/18,868,869,881,-1,-13,,,
SKAMANIA,Continued claims,10,2018,10/1/18,56,44,68,12,-12,,,
SNOHOMISH,Continued claims,10,2018,10/1/18,4427,4696,5336,-269,-909,,,
SPOKANE,Continued claims,10,2018,10/1/18,2794,2826,2804,-32,-10,,,
STEVENS,Continued claims,10,2018,10/1/18,245,258,264,-13,-19,,,
THURSTON,Continued claims,10,2018,10/1/18,1487,1465,1600,22,-113,,,
WAHKIAKUM,Continued claims,10,2018,10/1/18,19,21,16,-2,3,,,
WALLA WALLA,Continued claims,10,2018,10/1/18,238,225,294,13,-56,,,
WHATCOM,Continued claims,10,2018,10/1/18,1122,1184,1297,-62,-175,,,
WHITMAN,Continued claims,10,2018,10/1/18,93,69,78,24,15,,,
YAKIMA,Continued claims,10,2018,10/1/18,2401,1726,1977,675,424,,,
WASHINGTON STATE,Continued claims,10,2018,10/1/18,40962,40779,44230,183,-3268,,,
ADAMS,Initial claims,10,2018,10/1/18,89,36,67,53,22,,,
ASOTIN,Initial claims,10,2018,10/1/18,36,29,25,7,11,,,
BENTON,Initial claims,10,2018,10/1/18,833,581,805,252,28,,,
CHELAN,Initial claims,10,2018,10/1/18,434,207,421,227,13,,,
CLALLAM,Initial claims,10,2018,10/1/18,265,172,199,93,66,,,
CLARK,Initial claims,10,2018,10/1/18,1009,901,940,108,69,,,
COLUMBIA,Initial claims,10,2018,10/1/18,7,5,5,2,2,,,
COWLITZ,Initial claims,10,2018,10/1/18,421,301,406,120,15,,,
DOUGLAS,Initial claims,10,2018,10/1/18,228,157,191,71,37,,,
FERRY,Initial claims,10,2018,10/1/18,27,25,42,2,-15,,,
FRANKLIN,Initial claims,10,2018,10/1/18,439,250,453,189,-14,,,
GARFIELD,Initial claims,10,2018,10/1/18,4,4,6,0,-2,,,
GRANT,Initial claims,10,2018,10/1/18,436,252,371,184,65,,,
GRAYS HARBOR,Initial claims,10,2018,10/1/18,298,274,301,24,-3,,,
ISLAND,Initial claims,10,2018,10/1/18,174,161,215,13,-41,,,
JEFFERSON,Initial claims,10,2018,10/1/18,69,49,71,20,-2,,,
KING,Initial claims,10,2018,10/1/18,4945,4095,5174,850,-229,,,
KITSAP,Initial claims,10,2018,10/1/18,650,496,641,154,9,,,
KITTITAS,Initial claims,10,2018,10/1/18,173,82,137,91,36,,,
KLICKITAT,Initial claims,10,2018,10/1/18,91,51,121,40,-30,,,
LEWIS,Initial claims,10,2018,10/1/18,339,267,378,72,-39,,,
LINCOLN,Initial claims,10,2018,10/1/18,38,23,25,15,13,,,
MASON,Initial claims,10,2018,10/1/18,198,165,203,33,-5,,,
OKANOGAN,Initial claims,10,2018,10/1/18,311,133,206,178,105,,,
PACIFIC,Initial claims,10,2018,10/1/18,100,64,94,36,6,,,
PEND OREILLE,Initial claims,10,2018,10/1/18,45,23,36,22,9,,,
PIERCE,Initial claims,10,2018,10/1/18,3062,2552,3047,510,15,,,
SAN JUAN,Initial claims,10,2018,10/1/18,21,13,41,8,-20,,,
SKAGIT,Initial claims,10,2018,10/1/18,518,404,462,114,56,,,
SKAMANIA,Initial claims,10,2018,10/1/18,37,37,33,0,4,,,
SNOHOMISH,Initial claims,10,2018,10/1/18,2231,1826,2371,405,-140,,,
SPOKANE,Initial claims,10,2018,10/1/18,1547,1165,1617,382,-70,,,
STEVENS,Initial claims,10,2018,10/1/18,170,113,158,57,12,,,
THURSTON,Initial claims,10,2018,10/1/18,892,716,856,176,36,,,
WAHKIAKUM,Initial claims,10,2018,10/1/18,11,5,10,6,1,,,
WALLA WALLA,Initial claims,10,2018,10/1/18,161,103,154,58,7,,,
WHATCOM,Initial claims,10,2018,10/1/18,730,492,660,238,70,,,
WHITMAN,Initial claims,10,2018,10/1/18,58,46,43,12,15,,,
YAKIMA,Initial claims,10,2018,10/1/18,2089,822,1370,1267,719,,,
WASHINGTON STATE,Initial claims,10,2018,10/1/18,23186,17097,22355,6089,831,,,
ADAMS,Continued claims,11,2018,11/1/18,198,79,190,119,8,,,
ASOTIN,Continued claims,11,2018,11/1/18,86,55,57,31,29,,,
BENTON,Continued claims,11,2018,11/1/18,1673,1200,1685,473,-12,,,
CHELAN,Continued claims,11,2018,11/1/18,780,535,806,245,-26,,,
CLALLAM,Continued claims,11,2018,11/1/18,493,404,475,89,18,,,
CLARK,Continued claims,11,2018,11/1/18,2068,1934,2158,134,-90,,,
COLUMBIA,Continued claims,11,2018,11/1/18,25,17,29,8,-4,,,
COWLITZ,Continued claims,11,2018,11/1/18,746,668,777,78,-31,,,
DOUGLAS,Continued claims,11,2018,11/1/18,416,286,429,130,-13,,,
FERRY,Continued claims,11,2018,11/1/18,76,46,116,30,-40,,,
FRANKLIN,Continued claims,11,2018,11/1/18,1051,553,969,498,82,,,
GARFIELD,Continued claims,11,2018,11/1/18,12,7,16,5,-4,,,
GRANT,Continued claims,11,2018,11/1/18,1086,634,964,452,122,,,
GRAYS HARBOR,Continued claims,11,2018,11/1/18,656,523,666,133,-10,,,
ISLAND,Continued claims,11,2018,11/1/18,366,343,440,23,-74,,,
JEFFERSON,Continued claims,11,2018,11/1/18,123,99,178,24,-55,,,
KING,Continued claims,11,2018,11/1/18,11315,11291,12605,24,-1290,,,
KITSAP,Continued claims,11,2018,11/1/18,1198,1131,1345,67,-147,,,
KITTITAS,Continued claims,11,2018,11/1/18,294,195,286,99,8,,,
KLICKITAT,Continued claims,11,2018,11/1/18,158,118,139,40,19,,,
LEWIS,Continued claims,11,2018,11/1/18,668,568,681,100,-13,,,
LINCOLN,Continued claims,11,2018,11/1/18,59,38,56,21,3,,,
MASON,Continued claims,11,2018,11/1/18,404,353,416,51,-12,,,
OKANOGAN,Continued claims,11,2018,11/1/18,551,298,497,253,54,,,
PACIFIC,Continued claims,11,2018,11/1/18,163,140,183,23,-20,,,
PEND OREILLE,Continued claims,11,2018,11/1/18,93,66,81,27,12,,,
PIERCE,Continued claims,11,2018,11/1/18,5990,5591,6219,399,-229,,,
SAN JUAN,Continued claims,11,2018,11/1/18,50,40,58,10,-8,,,
SKAGIT,Continued claims,11,2018,11/1/18,1049,868,997,181,52,,,
SKAMANIA,Continued claims,11,2018,11/1/18,72,56,75,16,-3,,,
SNOHOMISH,Continued claims,11,2018,11/1/18,4537,4427,5297,110,-760,,,
SPOKANE,Continued claims,11,2018,11/1/18,3414,2794,3466,620,-52,,,
STEVENS,Continued claims,11,2018,11/1/18,373,245,404,128,-31,,,
THURSTON,Continued claims,11,2018,11/1/18,1705,1487,1754,218,-49,,,
WAHKIAKUM,Continued claims,11,2018,11/1/18,21,19,20,2,1,,,
WALLA WALLA,Continued claims,11,2018,11/1/18,357,238,361,119,-4,,,
WHATCOM,Continued claims,11,2018,11/1/18,1365,1122,1372,243,-7,,,
WHITMAN,Continued claims,11,2018,11/1/18,101,93,103,8,-2,,,
YAKIMA,Continued claims,11,2018,11/1/18,3944,2401,3170,1543,774,,,
WASHINGTON STATE,Continued claims,11,2018,11/1/18,47736,40962,49540,6774,-1804,,,
ADAMS,Initial claims,11,2018,11/1/18,200,89,205,111,-5,,,
ASOTIN,Initial claims,11,2018,11/1/18,58,36,50,22,8,,,
BENTON,Initial claims,11,2018,11/1/18,1384,833,1196,551,188,,,
CHELAN,Initial claims,11,2018,11/1/18,556,434,552,122,4,,,
CLALLAM,Initial claims,11,2018,11/1/18,329,265,293,64,36,,,
CLARK,Initial claims,11,2018,11/1/18,1093,1009,1088,84,5,,,
COLUMBIA,Initial claims,11,2018,11/1/18,19,7,20,12,-1,,,
COWLITZ,Initial claims,11,2018,11/1/18,501,421,526,80,-25,,,
DOUGLAS,Initial claims,11,2018,11/1/18,332,228,312,104,20,,,
FERRY,Initial claims,11,2018,11/1/18,54,27,71,27,-17,,,
FRANKLIN,Initial claims,11,2018,11/1/18,992,439,805,553,187,,,
GARFIELD,Initial claims,11,2018,11/1/18,10,4,11,6,-1,,,
GRANT,Initial claims,11,2018,11/1/18,1010,436,931,574,79,,,
GRAYS HARBOR,Initial claims,11,2018,11/1/18,431,298,424,133,7,,,
ISLAND,Initial claims,11,2018,11/1/18,192,174,194,18,-2,,,
JEFFERSON,Initial claims,11,2018,11/1/18,94,69,77,25,17,,,
KING,Initial claims,11,2018,11/1/18,4967,4945,4876,22,91,,,
KITSAP,Initial claims,11,2018,11/1/18,654,650,684,4,-30,,,
KITTITAS,Initial claims,11,2018,11/1/18,203,173,226,30,-23,,,
KLICKITAT,Initial claims,11,2018,11/1/18,167,91,129,76,38,,,
LEWIS,Initial claims,11,2018,11/1/18,493,339,445,154,48,,,
LINCOLN,Initial claims,11,2018,11/1/18,44,38,40,6,4,,,
MASON,Initial claims,11,2018,11/1/18,242,198,255,44,-13,,,
OKANOGAN,Initial claims,11,2018,11/1/18,464,311,371,153,93,,,
PACIFIC,Initial claims,11,2018,11/1/18,95,100,98,-5,-3,,,
PEND OREILLE,Initial claims,11,2018,11/1/18,73,45,68,28,5,,,
PIERCE,Initial claims,11,2018,11/1/18,3306,3062,3350,244,-44,,,
SAN JUAN,Initial claims,11,2018,11/1/18,42,21,39,21,3,,,
SKAGIT,Initial claims,11,2018,11/1/18,697,518,674,179,23,,,
SKAMANIA,Initial claims,11,2018,11/1/18,80,37,49,43,31,,,
SNOHOMISH,Initial claims,11,2018,11/1/18,2445,2231,2533,214,-88,,,
SPOKANE,Initial claims,11,2018,11/1/18,2623,1547,2318,1076,305,,,
STEVENS,Initial claims,11,2018,11/1/18,289,170,357,119,-68,,,
THURSTON,Initial claims,11,2018,11/1/18,980,892,1030,88,-50,,,
WAHKIAKUM,Initial claims,11,2018,11/1/18,9,11,13,-2,-4,,,
WALLA WALLA,Initial claims,11,2018,11/1/18,276,161,267,115,9,,,
WHATCOM,Initial claims,11,2018,11/1/18,831,730,805,101,26,,,
WHITMAN,Initial claims,11,2018,11/1/18,52,58,61,-6,-9,,,
YAKIMA,Initial claims,11,2018,11/1/18,3347,2089,2920,1258,427,,,
WASHINGTON STATE,Initial claims,11,2018,11/1/18,29634,23186,28363,6448,1271,,,
ADAMS,Continued claims,12,2018,12/1/18,333,198,289,135,44,,,
ASOTIN,Continued claims,12,2018,12/1/18,112,86,95,26,17,,,
BENTON,Continued claims,12,2018,12/1/18,2192,1673,2162,519,30,,,
CHELAN,Continued claims,12,2018,12/1/18,1088,780,1066,308,22,,,
CLALLAM,Continued claims,12,2018,12/1/18,701,493,596,208,105,,,
CLARK,Continued claims,12,2018,12/1/18,2425,2068,2379,357,46,,,
COLUMBIA,Continued claims,12,2018,12/1/18,33,25,30,8,3,,,
COWLITZ,Continued claims,12,2018,12/1/18,967,746,931,221,36,,,
DOUGLAS,Continued claims,12,2018,12/1/18,614,416,586,198,28,,,
FERRY,Continued claims,12,2018,12/1/18,120,76,155,44,-35,,,
FRANKLIN,Continued claims,12,2018,12/1/18,1428,1051,1354,377,74,,,
GARFIELD,Continued claims,12,2018,12/1/18,16,12,18,4,-2,,,
GRANT,Continued claims,12,2018,12/1/18,1693,1086,1515,607,178,,,
GRAYS HARBOR,Continued claims,12,2018,12/1/18,849,656,770,193,79,,,
ISLAND,Continued claims,12,2018,12/1/18,431,366,473,65,-42,,,
JEFFERSON,Continued claims,12,2018,12/1/18,160,123,193,37,-33,,,
KING,Continued claims,12,2018,12/1/18,12319,11315,13082,1004,-763,,,
KITSAP,Continued claims,12,2018,12/1/18,1487,1198,1428,289,59,,,
KITTITAS,Continued claims,12,2018,12/1/18,409,294,355,115,54,,,
KLICKITAT,Continued claims,12,2018,12/1/18,226,158,201,68,25,,,
LEWIS,Continued claims,12,2018,12/1/18,885,668,819,217,66,,,
LINCOLN,Continued claims,12,2018,12/1/18,75,59,75,16,0,,,
MASON,Continued claims,12,2018,12/1/18,503,404,484,99,19,,,
OKANOGAN,Continued claims,12,2018,12/1/18,841,551,679,290,162,,,
PACIFIC,Continued claims,12,2018,12/1/18,229,163,202,66,27,,,
PEND OREILLE,Continued claims,12,2018,12/1/18,141,93,128,48,13,,,
PIERCE,Continued claims,12,2018,12/1/18,6918,5990,6779,928,139,,,
SAN JUAN,Continued claims,12,2018,12/1/18,79,50,92,29,-13,,,
SKAGIT,Continued claims,12,2018,12/1/18,1303,1049,1209,254,94,,,
SKAMANIA,Continued claims,12,2018,12/1/18,118,72,100,46,18,,,
SNOHOMISH,Continued claims,12,2018,12/1/18,5250,4537,5689,713,-439,,,
SPOKANE,Continued claims,12,2018,12/1/18,4939,3414,4522,1525,417,,,
STEVENS,Continued claims,12,2018,12/1/18,571,373,561,198,10,,,
THURSTON,Continued claims,12,2018,12/1/18,1971,1705,1948,266,23,,,
WAHKIAKUM,Continued claims,12,2018,12/1/18,21,21,20,0,1,,,
WALLA WALLA,Continued claims,12,2018,12/1/18,501,357,514,144,-13,,,
WHATCOM,Continued claims,12,2018,12/1/18,1745,1365,1622,380,123,,,
WHITMAN,Continued claims,12,2018,12/1/18,117,101,121,16,-4,,,
YAKIMA,Continued claims,12,2018,12/1/18,5512,3944,4508,1568,1004,,,
WASHINGTON STATE,Continued claims,12,2018,12/1/18,59322,47736,57750,11586,1572,,,
ADAMS,Initial claims,12,2018,12/1/18,195,200,187,-5,8,,,
ASOTIN,Initial claims,12,2018,12/1/18,47,58,57,-11,-10,,,
BENTON,Initial claims,12,2018,12/1/18,1186,1384,1219,-198,-33,,,
CHELAN,Initial claims,12,2018,12/1/18,613,556,508,57,105,,,
CLALLAM,Initial claims,12,2018,12/1/18,384,329,327,55,57,,,
CLARK,Initial claims,12,2018,12/1/18,1376,1093,1212,283,164,,,
COLUMBIA,Initial claims,12,2018,12/1/18,14,19,16,-5,-2,,,
COWLITZ,Initial claims,12,2018,12/1/18,589,501,471,88,118,,,
DOUGLAS,Initial claims,12,2018,12/1/18,364,332,292,32,72,,,
FERRY,Initial claims,12,2018,12/1/18,67,54,64,13,3,,,
FRANKLIN,Initial claims,12,2018,12/1/18,626,992,686,-366,-60,,,
GARFIELD,Initial claims,12,2018,12/1/18,8,10,6,-2,2,,,
GRANT,Initial claims,12,2018,12/1/18,971,1010,927,-39,44,,,
GRAYS HARBOR,Initial claims,12,2018,12/1/18,456,431,397,25,59,,,
ISLAND,Initial claims,12,2018,12/1/18,213,192,182,21,31,,,
JEFFERSON,Initial claims,12,2018,12/1/18,100,94,82,6,18,,,
KING,Initial claims,12,2018,12/1/18,5115,4967,4883,148,232,,,
KITSAP,Initial claims,12,2018,12/1/18,758,654,589,104,169,,,
KITTITAS,Initial claims,12,2018,12/1/18,215,203,204,12,11,,,
KLICKITAT,Initial claims,12,2018,12/1/18,129,167,98,-38,31,,,
LEWIS,Initial claims,12,2018,12/1/18,503,493,451,10,52,,,
LINCOLN,Initial claims,12,2018,12/1/18,51,44,43,7,8,,,
MASON,Initial claims,12,2018,12/1/18,271,242,219,29,52,,,
OKANOGAN,Initial claims,12,2018,12/1/18,444,464,333,-20,111,,,
PACIFIC,Initial claims,12,2018,12/1/18,102,95,96,7,6,,,
PEND OREILLE,Initial claims,12,2018,12/1/18,85,73,77,12,8,,,
PIERCE,Initial claims,12,2018,12/1/18,3449,3306,3149,143,300,,,
SAN JUAN,Initial claims,12,2018,12/1/18,40,42,45,-2,-5,,,
SKAGIT,Initial claims,12,2018,12/1/18,761,697,588,64,173,,,
SKAMANIA,Initial claims,12,2018,12/1/18,79,80,51,-1,28,,,
SNOHOMISH,Initial claims,12,2018,12/1/18,2629,2445,2461,184,168,,,
SPOKANE,Initial claims,12,2018,12/1/18,2938,2623,2533,315,405,,,
STEVENS,Initial claims,12,2018,12/1/18,364,289,325,75,39,,,
THURSTON,Initial claims,12,2018,12/1/18,1073,980,1019,93,54,,,
WAHKIAKUM,Initial claims,12,2018,12/1/18,5,9,7,-4,-2,,,
WALLA WALLA,Initial claims,12,2018,12/1/18,283,276,313,7,-30,,,
WHATCOM,Initial claims,12,2018,12/1/18,1062,831,900,231,162,,,
WHITMAN,Initial claims,12,2018,12/1/18,59,52,61,7,-2,,,
YAKIMA,Initial claims,12,2018,12/1/18,2563,3347,2338,-784,225,,,
WASHINGTON STATE,Initial claims,12,2018,12/1/18,30187,29634,27416,553,2771,,,
ADAMS,Continued claims,1,2019,1/1/19,336,333,487,3,-151,,,
ASOTIN,Continued claims,1,2019,1/1/19,125,112,109,13,16,,,
BENTON,Continued claims,1,2019,1/1/19,2446,2192,2448,254,-2,,,
CHELAN,Continued claims,1,2019,1/1/19,1208,1088,1183,120,25,,,
CLALLAM,Continued claims,1,2019,1/1/19,805,701,682,104,123,,,
CLARK,Continued claims,1,2019,1/1/19,2747,2425,2515,322,232,,,
COLUMBIA,Continued claims,1,2019,1/1/19,36,33,40,3,-4,,,
COWLITZ,Continued claims,1,2019,1/1/19,1040,967,1051,73,-11,,,
DOUGLAS,Continued claims,1,2019,1/1/19,688,614,645,74,43,,,
FERRY,Continued claims,1,2019,1/1/19,151,120,169,31,-18,,,
FRANKLIN,Continued claims,1,2019,1/1/19,1490,1428,1530,62,-40,,,
GARFIELD,Continued claims,1,2019,1/1/19,25,16,19,9,6,,,
GRANT,Continued claims,1,2019,1/1/19,1887,1693,1863,194,24,,,
GRAYS HARBOR,Continued claims,1,2019,1/1/19,902,849,835,53,67,,,
ISLAND,Continued claims,1,2019,1/1/19,485,431,505,54,-20,,,
JEFFERSON,Continued claims,1,2019,1/1/19,196,160,207,36,-11,,,
KING,Continued claims,1,2019,1/1/19,13988,12319,14025,1669,-37,,,
KITSAP,Continued claims,1,2019,1/1/19,1726,1487,1600,239,126,,,
KITTITAS,Continued claims,1,2019,1/1/19,483,409,473,74,10,,,
KLICKITAT,Continued claims,1,2019,1/1/19,262,226,217,36,45,,,
LEWIS,Continued claims,1,2019,1/1/19,942,885,899,57,43,,,
LINCOLN,Continued claims,1,2019,1/1/19,103,75,89,28,14,,,
MASON,Continued claims,1,2019,1/1/19,552,503,536,49,16,,,
OKANOGAN,Continued claims,1,2019,1/1/19,944,841,757,103,187,,,
PACIFIC,Continued claims,1,2019,1/1/19,236,229,213,7,23,,,
PEND OREILLE,Continued claims,1,2019,1/1/19,185,141,143,44,42,,,
PIERCE,Continued claims,1,2019,1/1/19,7650,6918,7434,732,216,,,
SAN JUAN,Continued claims,1,2019,1/1/19,83,79,114,4,-31,,,
SKAGIT,Continued claims,1,2019,1/1/19,1376,1303,1334,73,42,,,
SKAMANIA,Continued claims,1,2019,1/1/19,118,118,112,0,6,,,
SNOHOMISH,Continued claims,1,2019,1/1/19,5942,5250,6172,692,-230,,,
SPOKANE,Continued claims,1,2019,1/1/19,5739,4939,5408,800,331,,,
STEVENS,Continued claims,1,2019,1/1/19,673,571,684,102,-11,,,
THURSTON,Continued claims,1,2019,1/1/19,2219,1971,2203,248,16,,,
WAHKIAKUM,Continued claims,1,2019,1/1/19,28,21,25,7,3,,,
WALLA WALLA,Continued claims,1,2019,1/1/19,564,501,612,63,-48,,,
WHATCOM,Continued claims,1,2019,1/1/19,1962,1745,1905,217,57,,,
WHITMAN,Continued claims,1,2019,1/1/19,149,117,140,32,9,,,
YAKIMA,Continued claims,1,2019,1/1/19,5855,5512,5078,343,777,,,
WASHINGTON STATE,Continued claims,1,2019,1/1/19,66346,59322,64461,7024,1885,,,
ADAMS,Initial claims,1,2019,1/1/19,75,195,267,-120,-192,,,
ASOTIN,Initial claims,1,2019,1/1/19,46,47,55,-1,-9,,,
BENTON,Initial claims,1,2019,1/1/19,1004,1186,944,-182,60,,,
CHELAN,Initial claims,1,2019,1/1/19,525,613,457,-88,68,,,
CLALLAM,Initial claims,1,2019,1/1/19,319,384,254,-65,65,,,
CLARK,Initial claims,1,2019,1/1/19,1342,1376,1162,-34,180,,,
COLUMBIA,Initial claims,1,2019,1/1/19,16,14,18,2,-2,,,
COWLITZ,Initial claims,1,2019,1/1/19,460,589,481,-129,-21,,,
